id,name,email,contact,address,url,classification,jurisdiction__slug,categories,other_names,website_dump,description,request_note,parent__name
160,Department of Management,md.office@mauicounty.gov,"Phone: (808) 270-7855
Fax: (808) 270-7870","200 S. High St
Kalana O Maui Bldg, 9th Fl
Wailuku, HI 96793",http://www.co.maui.hi.us/118/Department-of-Management,,county-of-maui,"""Affirmative Action Advisory Council"",""capital improvements"",""geographic information systems"",""information technology"",""managing director"",CIP,GIS,IT,computer,energy,mayor,sustainability,technology",,,"The Managing Director serves as the principal management aide to the Mayor. This includes the following duties and responsibilities: 1. Supervises and evaluates the management and performance of all line executive departments and agencies and 2. Assists the Mayor by supervising and coordinating the County’s annual operating budget and capital improvement program (CIP) budget preparation, submittal and systemic reviews of each department and agency in achieving the most effective expenditure of public funds.",,
162,Department of Personnel Services,personnel.services@mauicounty.gov,"Phone: (808) 270-7850
Fax: (808) 270-7969","200 S. High Street
Kalana O Maui Bldg, Suite 623
Wailuku, HI 96793",http://www.co.maui.hi.us/1719/Personnel-Services,,county-of-maui,"""Civil Service Commission"",""Civil Service"",""employee claims"",""employee relations"",""labor relations"",""occupational health"",""occupational safety"",""workers' compensation"",benefits,classification,employee,personnel,safety,workforce",,,"The Department of Personnel Services provides recruitment and staffing support for jobs at the County of Maui. You can find out about our current job openings, how to apply for jobs that interest you, or sign up to be notified of future postings. ",,
163,Department of Planning,planning@mauicounty.gov,"Phone: (808) 270-7735
Fax: (808) 270-7634","2200 Main Street
One Main Plaza, Suite 315
Wailuku, HI 96793",http://www.co.maui.hi.us/121/Planning-Department,,county-of-maui,"""Board of Variances and Appeals"",""Hana Advisory Committee to Maui Planning Commission"",""Lanai Planning Commission"",""Maui County Cultural Resources Commission"",""Maui Planning Commission"",""Maui Redevelopment Agency"",""Molokai Planning Commission"",""Urban Design Review Board"",""geographic information systems"",""land use"",GIS,building,design,development,permitting,planning,zoning",,,"The Department of Planning offers technical advice to the Mayor, County Council and commissions; proposes zoning legislation; drafts updates to the General Plan, Maui Island Plan and Community Plans; presents reports & recommendations on development proposals; and oversees programs on cultural resources, census and geographic information, flood plain permits and other special projects and permits.",,
94,Department of Planning & Permitting,dpp@honolulu.gov,Fax: (808) 768-6743,"650 So. King St.
Honolulu, HI 96813",http://www.honoluludpp.org,,city-and-county-of-honolulu,"""Building Board of Appeals"",""design advisory committee"",""geographic information systems"",""land use"",""Planning Commission"",""zoning board of appeals"",DPP,GIS,building,design,development,permitting,planning,zoning",,,"The Department of Planning and Permitting (DPP) is responsible for the city’s long-range and community planning efforts. It administers and enforces various permits required for development, land use and codes pertaining to building construction, and city standards and regulations related to infrastructure requirements.",,
23,Department of Public Safety,,,,,,state-of-hawaii,,,,"In 2024, the State split the former Department of Public Safety into the Department of Corrections and Rehabilitation and the Department of Law Enforcement.",,
121,Department of Research & Development,chresdev@hawaiicounty.gov,"Phone: (808) 961-8366
Fax: (808) 935-1205","25 Aupuni Street, Suite 1301
Hilo, HI 96720",http://www.hawaiicounty.gov/research-and-development/,,county-of-hawaii,"""Agriculture Advisory Commission"",""Big Island Film Office"",""Energy Advisory Commission"",""economic development"",""invasive species"",agriculture,business,development,energy,film,forestry,incubator,innovation,pest,research,statistics,sustainability,tourism",,,"The mission of the department is to provide pro-active leadership, enhancing the quality of life, and sustainability of Hawai‘i Island communities through programs related to: agriculture, energy, tourism, economic development, community development, and film.",,
25,Department of Taxation,Tax.PIO@hawaii.gov,"Phone:  (808) 587-1540
Fax:  (808) 587-1560","Director’s Office
830 Punchbowl Street, Rm 221
Honolulu HI 96813",http://tax.hawaii.gov/,,state-of-hawaii,"""board of taxation review"",DOTAX,tax,taxation",,,"Our mission is to administer the tax laws of the State of Hawaii in a consistent, uniform, and fair manner.",,
3,Department of the Attorney General,hawaiiag@hawaii.gov,"Ph: 808 586-1500
Fax: 808 586-1239","425 Queen Street
Honolulu, HI 96813",http://ag.hawaii.gov/,,state-of-hawaii,"""Attorney General"",""Commission to Promote Uniform Legislation"",""Hawaii criminal justice data center"",""child support enforcement agency"",""child support"",""civil rights"",""crime prvention and justice assistance"",""uniform legislation"",AG,attorney,counsel,crime,criminal,investigation,lawyer,legal",,,"To provide excellent legal services to the State of Hawaii by offering advice and counsel to its client agencies, assisting in implementing policy decisions, and aiding the core activities of its client agencies. Carrying out this mission includes (1) appearing for the State in civil and criminal cases when the State is a party; (2) investigating violations of state laws, enforcing the laws, and prosecuting those who violate the law; (3) preparing legal opinions for the Governor, Legislature, and the heads of state departments; (4) advising state officials on legal matters so that they can faithfully execute their duties and responsibilities; and (5) defending and representing state officials and employees when they are sued for actions that have taken in connection with their state position.",,
92,Department of the Medical Examiner,med@honolulu.gov,"Phone: (808) 768-3090 
Fax: (808) 768-3099","835 Iwilei Road 
Honolulu, Hawaii 96817",http://www.honolulu.gov/med/default.html,,city-and-county-of-honolulu,"MED,autopsy,investigation",,,"The Department of the Medical Examiner (MED) investigates sudden, unexpected, medically unattended, violent, and suspicious deaths.",,
26,Department of Transportation,dotpao@hawaii.gov,"Ph: 808 587-2150
Fax: 808 587-2313","869 Punchbowl Street Rm 509
Honolulu, HI  96813",http://hidot.hawaii.gov/,,state-of-hawaii,"""Highway Safety Council"",""Medical Advisory Board"",""rail transit"",DOT,airports,harbors,highways,planning,rail,traffic,transportation",,,"The Hawaii Department of Transportation is responsible to plan, design, construct, operate, and maintain State facilities in all modes of transportation, including air, water, and land.",,
96,Department of Transportation Services,dts@honolulu.gov,,"Frank F. Fasi Municipal Building
650 South King Street, Third Floor
Honolulu, Hawai'i 96813-3017",http://www.honolulu.gov/dts/default.html,,city-and-county-of-honolulu,"""Transportation Commission"",DTS,TheBus,bicycle,bus,handivan,highways,paratransit,parking,planning,rail,roads,streets,traffic,transit,transportation",,,"The Department of Transportation Services’ (DTS) mission is to provide a safe and efficient transportation system for the City and County of Honolulu. It accomplishes this mission through effective management of resources to plan, design, implement, operate, and maintain city streets, highways, transit systems and city transportation facilities. DTS also has jurisdiction over the efficient movement of vehicles, pedestrians, bicycles, and other modes of transportation through the city’s transportation infrastructure.",,
143,Department of Water,webmaster@kauaiwater.org,Phone: (808) 245-5400,"4398 Pua Loke St.
Lihue, HI  96766",http://www.kauaiwater.org/page2.asp,,county-of-kauai,"DOW,planning,water",,,"Kauai’s  Department of Water operates 9 separate, unconnected water systems spread out along our island from Kekaha to Haena. The Department of Water monitors, operates, and maintains 50 deepwell pumping stations, 19 booster pumping stations along with its associated electrical motor control centers and chlorination disinfection equipment, 4 tunnel sources, 58 storage tanks, 75 control valve stations, and over 400+ miles of pipeline to approximately 21,000 consumer water service connections and meters.",,
199,"Disease Outbreak Control Division, DOH",john.istvan@doh.hawaii.gov,Ph. (808) 587-6592,"1250 Punchbowl Street, 4th Floor
Honolulu, Hawaii  96813",https://health.hawaii.gov/docd/,,state-of-hawaii,"DOCD,disease,immunization,investigation",,,"The Disease Outbreak Control Division (DOCD) comprises the Disease Investigation Branch and Immunization Branch. These programs work together to monitor, investigate, prevent, and control infectious diseases in Hawaii, especially those preventable through immunizations, and to ensure Hawaii’s ability to respond to emergencies that threaten the public’s health. Toward these goals, DOCD works to strengthen the relationships between the Department of Health and other partners including laboratories, hospitals, schools, emergency response agencies, private organizations, and the military.",,
37,Employees' Retirement System,dbf.ers.sss@hawaii.gov,"Phone:  (808) 586-1735
Fax:  (808) 587-5766","201 Merchant St., Suite 1400
Honolulu, HI  96813-2980",http://ers.ehawaii.gov,Department of Budget & Finance,state-of-hawaii,"ERS,investment",,,"The ERS administers benefits for service retirement, disability, and survivor benefits for employees of the State of Hawaii, the City and County of Honolulu, County of Hawaii, County of Maui and County of Kauai which includes teachers, professors, police officers, firefighters, judiciary employees, judges, and elected officials.  The ERS collects retirement contributions from members; provides pre-retirement counseling services; conducts disability hearings and appeals; reviews claims for retirement, disability, and death benefits and certifies these benefits for payments; processes monthly pension checks to retirees and beneficiaries; accounts for and safeguards assets in the ERS investment portfolio; and invests funds to help finance this program.",,
54,Executive Office on Aging,eoa@doh.hawaii.gov,"Phone:  (808) 586-0100
Fax:  (808) 586-0185","250 S. Hotel Street, Suite 406
Honolulu, HI  96813",http://health.hawaii.gov/eoa/,Department of Health,state-of-hawaii,"""Policy Advisory Board for Elder Affairs"",""elder affairs"",EOA,aging",,,"The Executive Office on Aging is the designated lead agency in the coordination of a statewide system of aging and caregiver support services in the State of Hawaii, as authorized by federal and state laws.",,
53,Executive Office on Early Learning,gov.earlylearning@hawaii.gov,Phone:  (808) 586-3811,,http://earlylearning.hawaii.gov,Office of the Governor,state-of-hawaii,"""Early Learning Advisory Board"",""early childhood"",""early learning"",EOEL",,,"The mission of EOEL is to coordinate efforts to help ensure a solid foundation for Hawaii’s young children, prenatal to age five, by working with partners, families, and communities, and connecting policies, programs, and funding in relation to health, safety, early childhood education, and school readiness and success.",,
59,Hawaii Civil Rights Commission,dlir.hcrc.infor@hawaii.gov,"Phone:  (808) 586-8636
Fax:  (808) 586-8655","830 Punchbowl Street, Room 411
Honolulu, HI  96813",http://labor.hawaii.gov/hcrc/,Department of Labor & Industrial Relations,state-of-hawaii,"""civil rights"",""public accommodations"",discrimination,employment,housing,investigation",,,"HCRC has enforced state laws prohibiting discrimination in employment (H.R.S. Chapter 378, Part I), housing (H.R.S. Chapter 515); public accommodations (H.R.S. Chapter 489), and access to state and state-funded services (H.R.S. §368-1.5). The HCRC receives, investigates, conciliates, and adjudicates complaints of discrimination.",,
40,Hawaii Community Development Authority,dbedt.hcda.contact@hawaii.gov,"Phone:  (808) 594-0300
Fax:  (808) 587-0299","547 Queen Street
Honolulu, HI  96813",http://dbedt.hawaii.gov/hcda/,"Department of Business, Economic Development & Tourism",state-of-hawaii,"""land use"",HCDA,Heeia,Kakaako,Kalaeloa,development",,,The Hawaii Community Development Authority (HCDA) is a State agency that was established to supplement traditional community renewal methods by promoting and coordinating public and private sector community development.,,
127,Hawaii County Board of Ethics,corpcounsel@hawaiicounty.gov,"Phone: (808) 961-8251
Fax: (808) 961-8622","101 Aupuni Street, Suite 325
Hilo, HI  96720",http://records.co.hawaii.hi.us/weblink/Browse.aspx?dbid=1&startid=7513,Office of the Corporation Counsel,county-of-hawaii,"""financial disclosure"",ethics,gifts,investigation,lobbying",,,"To interpret the County's Code of Ethics for officers, employees and the public; receive and initiate complaints; conduct hearings on violations and render opinions",,
105,Hawaii County Civil Defense Agency,hccda@hawaiicounty.gov,"Phone: (808) 935-0031
Fax: (808) 935-6460","920 Ululani Street
Hilo, HI 96720",http://www.hawaiicounty.gov/civil-defense/,,county-of-hawaii,"""civil defense"",disaster,emergency",,,The role of the Civil Defense Agency is to direct and coordinate the development and administration of the County’s total emergency preparedness and response program to ensure prompt and effective action when natural or man-caused disaster threatens or occurs anywhere in the County of Hawai‘i.,,
124,Hawaii County Council,councilweb@hawaiicounty.gov,"Phone:  (808) 961-8255
Fax:  (808) 961-8912","25 Aupuni Street, Suite 1402/2402
Hilo, HI  96720",http://www.hawaiicounty.gov/council/,,county-of-hawaii,"council,legislative",,,"The Council is responsible for passing the laws that govern this county, as enacted by ordinance, and written in the Hawai‘i County Code.",,
107,Hawaii County Department of Environmental Management,cohdem@hawaiicounty.gov,"Phone: (808) 961-8083
Fax: (808) 961-8086","345 Kekūanāo‘a St., Suite 41
Hilo, HI 96720",http://www.hawaiicounty.gov/environmental-management/,,county-of-hawaii,"""Environmental Management Commission"",""South Hilo Sanitary Landfill"",""West hawaii Sanitary Landfill"",""environmental management"",""environmental services"",""solid waste"",DEM,bulky,environment,environmental,greenwaste,landfill,opala,recycling,trash,wastewater",,,"The Department of Environmental Management has the responsibility of continuous performance of all matters relating to sewer operation and maintenance of five sewer systems; solid waste disposal and landfill programs; vehicle disposal; and all other environmental projects, including recycling programs of the county. Department of Environmental Management is also a key support agency for Civil Defense emergencies.",,
108,Hawaii County Department of Finance,finance@hawaiicounty.gov,"Phone: (808) 961-8234
Fax: (808) 961-8569","25 Aupuni Street, Suite 2103
Hilo, HI 96720",http://www.hawaiicounty.gov/finance/,,county-of-hawaii,"""Open Space and Natural Resources Preservation Commission"",""Public Access"",""Tax Board of Review"",""capital improvements"",""motor vehicle"",""natural resources"",""property assessment"",""real property"",""unclaimed property"",CIP,accounting,assessment,auction,audit,bonds,budget,contract,contractor,driver,finance,investment,licensing,preservation,procurement,purchasing,registration,tax,taxation,treasury,vendor",,,"The Department of Finance, under the Director of Finance, is a major staff agency under the Mayor.  Its significant functions are financial planning and administration, and its primary responsibilities are in the eight areas of control - Accounts, Budget, Property Management, Purchasing, Real Property Tax, Risk Management, Treasury, and Vehicle Registration and Licensing.",,
111,Hawaii County Department of Human Resources,cohhr@hawaiicounty.gov,"Phone: (808) 961-8361
Fax:(808) 961-8617","Aupuni Center, 101 Pauahi Street, Suite 2
Hilo, HI 96720",http://www.hawaiicounty.gov/human-resources/,,county-of-hawaii,"""Civil Service"",""Merit Appeals Board"",""Salary Commission"",""employee claims"",""employee relations"",""labor relations"",""occupational health"",""occupational safety"",""workers' compensation"",benefits,classification,employee,personnel,safety,workforce",,,"The Department of Human Resources is the central human resource agency for the County of Hawai`i whose functions include administering the civil service laws as they apply to the County. As the central human resource agency for the County, the department has responsibility for strategic planning, workforce planning and employment, equal opportunity, personnel development, compensation and benefits, employee and labor relations, and occupational health and safety.",,
113,Hawaii County Department of Information Technology,webadministrator@hawaiicounty.gov,"Phone: (808) 932-2960
Fax: (808) 981-2037","25 Aupuni Street
Hilo, HI 96720",http://www.hawaiicounty.gov/information-technology/,,county-of-hawaii,"""geographic information systems"",""information technology"",DIT,GIS,IT,computer,technology",,,"The Department of Information Technology is primarily responsible for managing and operating the County’s central computer system and telecommunications network which permits shared use of all County departments and agencies. It also plays a leading role in advising County agencies on computer-related matters, coordinating the purchase and use of computer equipment and software, and providing end user computer training and support for County employees.",,
114,Hawaii County Department of Liquor Control,cohdlc@hawaiicounty.gov,"Phone: (808) 961-8218
Fax: (808) 961-8684","Hilo Lagoon Center, 101 Aupuni Street, Suite 230
Hilo, HI 96720",http://www.hawaiicounty.gov/liquor-control/,,county-of-hawaii,"""Liquor Control Adjudication Board"",""Liquor Control Commission"",licensing,liquor",,,"A regulatory agency whose functions are to regulate the manufacture, importation, sale and consumption of intoxicating liquors and to ensure compliance to state and county laws through enforcement of these laws.",,
116,Hawaii County Department of Parks & Recreation,parks_recreation@hawaiicounty.gov,"Phone: (808) 961-8311
Fax: (808) 961-8411","Aupuni Center, 101 Pauahi Street, Suite 6
Hilo, HI 96720",http://www.hawaiicounty.gov/parks-and-recreation/,,county-of-hawaii,"""Hawaii County Band"",""Hilo Municipal Golf Course"",""Honolulu Complex"",""Panaewa Recreational Complex"",""Veterans Advisory Committee"",""West Hawaii Band"",band,camping,cemetary,culture,facilities,forestry,parks,permitting,pool,recreation",,,Provides administrative and organizational support services to all the divisions/sections and band to achieve the development and implementation of the department’s programs and services.,,
120,Hawaii County Department of Public Works,public_works@hawaiicounty.gov,"Phone: (808) 961-8321
Fax: (808) 961-8630","Aupuni Center, 101 Pauahi Street, Suite 7
Hilo, HI 96720",http://www.hawaiicounty.gov/public-works/,,county-of-hawaii,"""Board of Appeals"",""capital improvements"",""facility maintenance"",""public works"",""real property"",CIP,bridges,building,construction,custodial,design,development,equipment,facilities,facility,highways,maintenance,parking,roads,streets,traffic,transportation",,,"The Department of Public Works is composed of six (6) divisions: Administration, Automotive, Building, Engineering, Highway Maintenance and Traffic.  They administer regulatory and code enforcements to improve the health and safety of our ‘Ohana.",,
122,Hawaii County Department of Water Supply,dws@hawaiidws.org,"Phone: (808) 961-8050
Fax: (808) 961-8657","345 Kekuanaoa Street, Suite 20
Hilo, HI 96720",http://www.hawaiidws.org/,,county-of-hawaii,"""Water Board"",DWS,planning,water",,,"The Department of Water Supply is a semi-autonomous agency, which is responsible to manage, control and operate the waterworks of the County and all property thereof.",,
125,Hawaii County Office of the County Clerk,councilweb@hawaiicounty.gov,,,http://www.hawaiicounty.gov/lb-clerk-home/,,county-of-hawaii,"""Pension Board"",archives,campaign,certification,clerk,council,elections,legislative,registration,research,voter",,,The Office of the County Clerk is responsible for Legislative Branch administrative operations and support services.  This Office is also responsible for voter and candidate registration & elections and maintaining legislative records.,,
123,Hawaii County Office of the Mayor,cohmayor@hawaiicounty.gov,"Phone:  (808) 961-8211
Fax:  (808) 961-6553","25 Aupuni Street
Hilo, HI  96720",http://hawaiicountymayor.com/,,county-of-hawaii,"""Family Violence Advisory Commission"",""Game Management Advisory Commission"",""Highway Safety Council"",mayor",,,"The Office of the Mayor provides direction, leadership and operational supervision for all Executive Branch departments and agencies and works in conjunction with the County Council to develop and implement policies described under Articles IV and V of the County Charter.",,
119,Hawaii County Office of the Prosecuting Attorney,hilopros@hawaiicounty.gov,"Phone: (808) 961-0466
Fax: (808) 961-8908","Aupuni Center, 655 Kilauea Avenue
Hilo, HI 96720",http://www.hawaiicounty.gov/prosecuting-attorney/,,county-of-hawaii,"""Committee on the Status of Women"",attorney,crime,criminal,investigation,lawyer,legal",,,"The Office of the Prosecuting Attorney is the legal agency responsible for prosecuting all violations of State and County laws, ordinances, rules, and/or regulations on behalf of the Big Island community as provided by Hawai‘i County Charter Article IX: Chapter 28; H.R.S. 28-1.",,
117,Hawaii County Planning Department,planning@hawaiicounty.gov,"Phone: (808) 961-8288
Fax: (808) 961-8742","Aupuni Center, 101 Pauahi Street, Suite 3
Hilo, HI 96720",http://www.hawaiicounty.gov/planning/,,county-of-hawaii,"""Arborist Advisory Committee"",""Board of Appeals"",""Cultural Resources Commission"",""Kailua Village Design Commission"",""Kona Community Development Plan Action Committee"",""Kona Community Development Plan Steering Committee"",""Leeward Planning Commission"",""Leeward/Windward Planning Commission"",""North Kohala Community Development Plan Action Committee"",""Puna Community Development Plan Action Committee"",""South Kohala Community Development Plan Action Committee"",""Windward Planning Commission"",""land use"",""Planning Commission"",building,design,development,permitting,planning,zoning",,,"The Planning Department provides technical advice to the Mayor, Planning Commission, and County Council on all planning and land use matters. The Department is also charged with the administration of the Subdivision and Zoning Codes. The major Divisions of the Department are: Administrative Services, Administrative Permits, Planning, and Long-Range Planning.",,
38,Hawaii Employer-Union Health Benefits Trust Fund,eutf@hawaii.gov,"Phone:  (808) 586-7390
Fax:  (808) 586-2161","201 Merchant Street, Suite 1700
Honolulu, HI  96813",http://eutf.hawaii.gov,Department of Budget & Finance,state-of-hawaii,"EUTF,investment",,,"The Hawaii Employer-Union Health Benefits Trust Fund or more commonly known as the EUTF provides medical, chiropractic, prescription drug, dental, vision, and life insurance benefits to all eligible State of Hawaii, City and County of Honolulu, County of Hawaii, County of Maui and County of Kauai employees and retirees.",,
109,Hawaii Fire Department,fire@hawaiicounty.gov,"Phone: (808) 932-2900
Fax: (808) 932-2928","25 Aupuni Street, Suite 2501
Hilo, HI 96720",http://www.hawaiicounty.gov/fire/,,county-of-hawaii,"""Fire Board of Appeals"",""Fire Commission"",""Local Emergency Planning Committee"",""ocean safety"",HFD,ambulance,beach,emergency,fire,hazardous,health,lifeguard,paramedic,safety",,,"The Hawaii Fire Department is primarily responsible for fire protection and suppression, pre-hospital emergency medical services, land and sea search and rescue, hazardous materials response, ocean safety, and fire prevention and public education for the County of Hawaii.",,
56,Hawaii Health Systems Corporation,aelopez@hhsc.org,"Phone:  (808) 733-4020
Fax:  (808) 733-4028","3675 Kilauea Avenue
Honolulu, HI  96816",http://www.hhsc.org,Department of Health,state-of-hawaii,"""Ali'I Community Care"",""Ali'I Health Center"",""Hale Ho'ola Hamakua"",""Hilo Medical Center"",""Ka'u Hospital"",""Kahuku Medical Center"",""Kaua‘i Veterans Memorial Hospital"",""Kohala Hospital"",""Kona Community Hospital"",""Kula Hospital"",""Lanai Community Hospital"",""Leahi Hospital"",""Maui Memorial Medical Center"",""Roselani Place"",""Samuel Mahelona Memorial Hospital"",""Yukio Okutsu State Veterans Home"",HHSC,hospital",,,"HHSC is the largest provider of health care in the islands, other than on Oahu and Molokai, and is the only acute care provider on the islands of Maui and Lanai. HHSC is the “Safety Net” for Neighbor Island acute care and the “Safety Net” for long-term care in the state of Hawaii.",,
41,Hawaii Housing Finance & Development Corporation,gordon.pang@hawaii.gov,Phone:  (808) 587-0680,"677 Queen Street 300
Honolulu, HI  96813",http://dbedt.hawaii.gov/hhfdc/,"Department of Business, Economic Development & Tourism",state-of-hawaii,"""affordable housing"",HHFDC,development,housing",,,HHFDC is the State of Hawaii’s premier housing finance and development agency – your one-stop shop for information about affordable housing development and state-sponsored homeownership initiatives.,,
60,Hawaii Labor Relations Board,dlir.laborboard@hawaii.gov,"Phone:  (808) 586-8610
Fax:  (808) 586-8613","830 Punchbowl Street, Room 434
Honolulu, HI  96813",http://labor.hawaii.gov/hlrb/,Department of Labor & Industrial Relations,state-of-hawaii,"""Labor & Industrial Relations Appeals Board"",""boiler safety"",""elevator safety"",""unfair labor"",""workers' compensation"",HLRB,LIRAB,union",,,The mission of the Hawaii Labor Relations Board is to enforce and protect the rights of public employees (state and county workers) and public unions to organize and bargain collectively in balance with the employer’s rights to manage operations as provided by law and to fairly and efficiently resolve labor disputes brought before it.,,
64,Hawaii Paroling Authority,psd.office.of.the.director@hawaii.gov,"Phone:  (808) 587-1300
Fax:  (808) 587-1314","1177 Alakea Street, Ground Floor
Honolulu, HI  96813",http://dps.hawaii.gov/hpa/,Department of Public Safety,state-of-hawaii,"""paroling authority"",HPA,parole",,,,,
118,Hawaii Police Department,copsysop@hawaiicounty.gov,,"349 Kapi‘olani Street
Hilo, HI 96720",http://www.hawaiipolice.com/,,county-of-hawaii,"""internal affairs"",""law enforcement"",""Police Commission"",""professional standards"",HPD,crime,criminal,emergency,firearm,investigation,narcotics,police,safety",,,The Hawai‘i Police Department is the Big Island’s primary law enforcement agency. The department provides 24-hour service in all districts.,,
58,Hawaii Public Housing Authority,hpha@hawaii.gov,"Phone:  (808) 832-4692
Fax:  (808) 832-4679","Attn:  Planning Office
1002 N. School Street
Honolulu, HI  96817",http://hpha.hawaii.gov,Department of Human Services,state-of-hawaii,"""affordable housing"",""section 8"",HPHA,housing,shelter",,,"The Hawaii Public Housing Authority helps provide Hawai`i residents with affordable housing and shelter without discrimination. HPHA efforts focus on developing affordable rental and supportive housing, public housing and the efficient and fair delivery of housing services to the people of Hawai`i.",,
48,Hawaii State Energy Office,dbedt.hseo.uipa@hawaii.gov,"Phone:  (808) 587-3807
Fax:  (808) 586-2536","235 S. Beretania Street, Room 502
Honolulu, HI  96813",http://energy.hawaii.gov,"Department of Business, Economic Development & Tourism",state-of-hawaii,"""clean energy"",""strategic industries"",energy,renewable",,,"The Hawaii State Energy Office (HSEO) will transform Hawaii’s economy by growing the clean energy sector. To this end, HSEO works to stimulate the deployment of clean energy infrastructure and serve as a catalyst for energy innovation and test bed investments.",,
62,Hawaii State Ethics Commission,ethics@hawaiiethics.org,"Phone:  (808) 587-0460
Fax:  (808) 587-0470","1001 Bishop Street, Suite 970
Honolulu, HI  96813",http://ethics.hawaii.gov,,state-of-hawaii,"""financial disclosure"",ethics,gifts,investigation,lobbying",,,,,
32,Hawaii State Foundation on Culture and the Arts,dags@hawaii.gov,"Phone:  (808) 586-0300
Fax:  (808) 586-0308","250 S. Hotel St., 2nd Floor
Honolulu, HI  96813",http://sfca.hawaii.gov,Department of Accounting & General Services,state-of-hawaii,"arts,culture",,,"The Hawai‘i State Foundation on Culture and the Arts was established by the Hawai‘i State Legislature in 1965, to promote, perpetuate, preserve and encourage culture and the arts, history and the humanities as central to the quality of life of the people of Hawai‘i.",,
52,Hawaii State Public Charter School Commission,info.uipa@spcsc.hawaii.gov,"Phone:  (808) 586-3775
Fax:  (808) 586-3776","1111 Bishop Street, Suite 516
Honolulu, HI  96813",http://www.chartercommission.hawaii.gov,Department of Education,state-of-hawaii,"charter,school",,,The State Public Charter School Commission is the State of Hawaii's statewide charter school authorizer.  The mission of the Commission is 'to authorize high-quality public charter schools throughout the State.',,
69,Hawaii State Public Library System,doe_info@hawaiidoe.org,"Phone:  (808) 586-3704
Fax:  (808) 586-3715","Office of the State Librarian
44 Merchant St.
Honolulu, HI  96813",http://www.librarieshawaii.org,Department of Education,state-of-hawaii,library,,,"Hawaii State Public Library System nurtures a lifelong love of reading and learning through its staff, collections, programs, services ad physical and virtual spaces.",,
42,Hawaii Strategic Development Corporation,zenaida.c.fisher@hawaii.gov,Phone:  (808) 587-3832,"P.O. Box 2359
Honolulu, HI  96813",http://hsdc.hawaii.gov,"Department of Business, Economic Development & Tourism",state-of-hawaii,"""HI Growth"",HSDC,innovation,investment",,,The HI Growth Initiative is a State equity investment program designed to catalyze the development of an innovation ecosystem that supports entrepreneurial high growth businesses and creates high wage jobs for our people.,,
185,Hawaii Teacher Standards Board,htsb@hawaii.gov,"Phone:  (808) 586-2600
Fax:  (808) 586-2606","650 Iwilei Road #201
Honolulu, HI 96817",https://hawaiiteacherstandardsboard.org,Department of Education,state-of-hawaii,HTSB,,,"The HTSB is responsible for setting and reviewing teacher licensing standards, issuing and renewing teacher licenses, approving teacher education programs, and other related duties.",,
43,Hawaii Tourism Authority,UIPA@gohta.net,"Phone:  (808) 973-2255
Fax:  (808) 973-2253","1801 Kalakaua Avenue, 1st Floor
Honolulu, HI  96815",http://www.hawaiitourismauthority.org,"Department of Business, Economic Development & Tourism",state-of-hawaii,"HTA,tourism",,,"Established in 1998, the Hawaii Tourism Authority (HTA) is the lead state agency for tourism. Among its responsibilities, the HTA’s is charged with: (1) Setting tourism policy and direction with the goal of contributing to the ongoing, sustainable growth of Hawaii’s economy (2) Developing and implementing the State’s tourism marketing plan and efforts (3) Managing programs and activities to sustain a healthy visitor industry (4) Developing and implementing the  Hawaii Tourism Strategic Plan (5) Coordinating tourism-related research, planning, promotional and outreach activities with the public and private sectors.",,
44,High Technology Development Corporation,info@htdc.org,"Phone:  (808) 539-3806
Fax:  (808) 539-3795","2800 Woodlawn Drive, Suite 100
Honolulu, HI 96822",http://www.htdc.org,"Department of Business, Economic Development & Tourism",state-of-hawaii,"""Hawaii Center for Advanced Transportation Technologies"",""Manoa Innovation Center"",""Maui Research & Technology Center"",HCATT,HTDC,MIC,MRTC,incubator,innovation,research,technology",,,High Technology Development Corporation (HTDC) is a state agency established by the Hawaii State Legislature in 1983 to facilitate the development and growth of Hawaii's commercial high technology industry.,,
101,Honolulu Authority for Rapid Transportation,transitmailbox@honolulu.gov,Phone: (808) 566-2299,"1099 Alakea Street, Suite 1700
Honolulu, HI 96813",http://www.honolulutransit.org/,,city-and-county-of-honolulu,"HART,development,planning,rail,transit,transportation",,,"The Revised Charter of the City and County of Honolulu authorizes the Honolulu Authority for Rapid Transportation (HART) to develop, operate, maintain, and expand the city’s fixed guideway system.",,
102,Honolulu Board of Water Supply,contactus@hbws.org,Phone:  (808) 748-5000,"630 S. Beretania Street
Honolulu, HI 96813",http://www.boardofwatersupply.com/cssweb/,,city-and-county-of-honolulu,"BWS,planning,water",,,"By city charter, the Honolulu Board of Water Supply (BWS) has full and complete authority to manage, control, and operate all city water systems on O`ahu.",,
84,Honolulu Emergency Services Department,emergencyservices@honolulu.gov,"Phone: (808) 723-7800  
Fax: (808) 723-7836","3375 Koapaka Street, Suite H450 
Honolulu, Hawaii 96819",https://www.honolulu.gov/esd/default.html,,city-and-county-of-honolulu,"""occupational safety"",""ocean safety"",ESD,ambulance,beach,emergency,health,lifeguard,paramedic",,,"The Honolulu Emergency Services Department (HESD) includes: Emergency Medical Services (EMS), Ocean Safety and Lifeguard Services (OSLS), and Health Services (HS).",,
